,Brand,Application,Os,Resolution,Sound_Output,Refresh_Rate,USB,Rating,Price,HDMI,Screen_size
1617,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1618,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1619,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1620,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1621,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1622,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1623,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1624,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1625,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1626,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1627,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1628,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1629,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1630,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1631,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
1632,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1633,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1634,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1635,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1636,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1637,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1638,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1639,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1640,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1641,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1642,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1643,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1644,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1645,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1646,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1647,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1648,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1649,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1650,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1651,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1652,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1653,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1654,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1655,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1656,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1657,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1658,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1659,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1660,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1661,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1662,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1663,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1664,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1665,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1666,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1667,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1668,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1669,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1670,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1671,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1672,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1673,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1674,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1675,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1676,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1677,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1678,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1679,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1680,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1681,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1682,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1683,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1684,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1685,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1686,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1687,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1688,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1689,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1690,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1691,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1692,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1693,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1694,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1695,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1696,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1697,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1698,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1699,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1700,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1701,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1702,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
1703,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1704,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1705,Candes,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.1,18499,2,40 inch
1706,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1707,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1708,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1709,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1710,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1711,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1712,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1713,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1714,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1715,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1716,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1717,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1718,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1719,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1720,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1721,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1722,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1723,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1724,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1725,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1726,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
1727,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1728,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Ultra HD,20,120,2,4.4,98970,4,65 inch
1729,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.4,16999,3,32 inch
1730,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,HD Ready,10,50,1,4.4,17999,2,32 inch
1731,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,29999,3,43 inch
1732,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,24999,3,40 inch
1733,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,3,4.4,26999,3,43 inch
1734,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.4,23999,3,40 inch
1735,realme,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.3,16999,3,32 inch
1736,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,17499,3,32 inch
1737,Mi,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,38999,3,50 inch
1738,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,HD Ready,20,60,1,4.3,18290,2,32 inch
1739,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,20,60,2,4.3,44999,3,55 inch
1740,Mi,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.1,16999,3,32 inch
1741,TCL,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,34999,3,50 inch
1742,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,20,60,2,4.3,18999,2,32 inch
1743,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Ultra HD,20,60,1,4.3,38990,2,43 inch
1744,KODAK,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,13990,3,32 inch
1745,LG,Netflix|Prime Video|Disney+Hotstar|Youtube,WebOS,Full HD ,20,50,1,4.4,33990,2,43 inch
1746,TOSHIBA,Netflix|Prime Video|Youtube,VIDAA,Full HD ,24,60,2,4.3,24990,2,43 inch
1747,OnePlus,Netflix|Prime Video|Disney+Hotstar|Youtube,Android,Full HD ,20,60,2,4.3,29499,2,43 inch
1748,iFFALCON,Netflix|Disney+Hotstar|Youtube,Android,Ultra HD,30,60,2,4.3,36999,3,55 inch
1749,TCL,Netflix|Disney+Hotstar|Youtube,Android,HD Ready,20,60,1,4.2,16499,2,32 inch
1750,SAMSUNG,Netflix|Disney+Hotstar|Youtube,Tizen,Full HD ,20,60,1,4.4,32990,2,43 inch
1751,Thomson,Prime Video|Disney+Hotstar|Youtube,Android,HD Ready,24,60,2,4.4,14499,3,32 inch
